time (s),leafValue( IT("/I4/Iout1") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout2") "Design_Point" 1 ) (A),leafValue( IT("/I4/Iout3") "Design_Point" 1 ) (A),leafValue( getData(":pwr" ?result "tran") "Design_Point" 1 ) (W)
410.0E-6,65.62E-9,-108.9E-12,44.63E-12,11.48E-6
410.0E-6,65.09E-9,-140.1E-12,42.97E-12,11.41E-6
410.1E-6,64.53E-9,-172.7E-12,39.40E-12,11.35E-6
410.1E-6,63.93E-9,-209.2E-12,36.58E-12,11.30E-6
410.1E-6,63.51E-9,-277.1E-12,32.21E-12,11.25E-6
410.2E-6,63.93E-9,-347.8E-12,27.28E-12,11.23E-6
410.2E-6,64.95E-9,-416.2E-12,21.90E-12,11.22E-6
410.3E-6,66.24E-9,-483.2E-12,16.05E-12,11.22E-6
410.4E-6,67.16E-9,-556.0E-12,9.194E-12,11.23E-6
410.5E-6,67.11E-9,-631.0E-12,1.617E-12,11.24E-6
410.6E-6,66.58E-9,-707.5E-12,-6.574E-12,11.25E-6
410.7E-6,66.15E-9,-783.8E-12,-11.92E-12,11.26E-6
410.8E-6,65.92E-9,-862.1E-12,-13.73E-12,11.27E-6
410.9E-6,65.78E-9,-962.1E-12,-20.15E-12,11.30E-6
411.1E-6,65.65E-9,-1.040E-9,-37.33E-12,11.32E-6
411.2E-6,65.47E-9,-1.111E-9,-72.80E-12,11.35E-6
411.4E-6,65.14E-9,-1.188E-9,-154.6E-12,11.40E-6
411.5E-6,64.78E-9,-1.245E-9,-264.8E-12,11.44E-6
411.7E-6,64.39E-9,-1.271E-9,-384.1E-12,11.48E-6
411.8E-6,62.87E-9,-247.6E-12,-517.5E-12,11.52E-6
411.9E-6,61.64E-9,1.413E-9,-543.5E-12,11.53E-6
412.0E-6,54.55E-9,10.37E-9,-546.7E-12,11.55E-6
412.0E-6,47.84E-9,19.13E-9,-512.4E-12,11.57E-6
412.0E-6,39.02E-9,30.07E-9,-438.7E-12,11.59E-6
412.1E-6,28.93E-9,41.23E-9,-315.2E-12,11.61E-6
412.1E-6,17.62E-9,52.49E-9,-108.5E-12,11.63E-6
412.1E-6,13.55E-9,57.57E-9,-1.535E-12,11.65E-6
412.2E-6,10.53E-9,63.81E-9,95.47E-12,11.67E-6
412.2E-6,8.522E-9,69.56E-9,170.6E-12,11.70E-6
412.2E-6,6.976E-9,74.16E-9,235.5E-12,11.72E-6
412.2E-6,5.863E-9,76.38E-9,284.7E-12,11.74E-6
412.2E-6,5.088E-9,76.73E-9,315.4E-12,11.74E-6
412.3E-6,4.549E-9,76.17E-9,328.0E-12,11.75E-6
412.3E-6,4.115E-9,75.25E-9,324.8E-12,11.75E-6
412.3E-6,3.733E-9,74.40E-9,305.0E-12,11.75E-6
412.4E-6,3.366E-9,73.97E-9,267.9E-12,11.76E-6
412.4E-6,3.045E-9,74.15E-9,224.0E-12,11.77E-6
412.5E-6,2.779E-9,74.50E-9,184.0E-12,11.78E-6
412.6E-6,2.530E-9,74.47E-9,139.4E-12,11.79E-6
412.8E-6,2.331E-9,74.10E-9,89.34E-12,11.81E-6
413.0E-6,2.158E-9,73.74E-9,33.68E-12,11.83E-6
413.2E-6,1.996E-9,73.43E-9,-22.11E-12,11.84E-6
413.4E-6,1.830E-9,73.06E-9,-71.86E-12,11.85E-6
413.5E-6,1.782E-9,72.95E-9,-82.03E-12,11.86E-6
413.6E-6,1.657E-9,72.69E-9,-93.89E-12,11.86E-6
413.6E-6,1.475E-9,72.40E-9,-96.87E-12,11.86E-6
413.7E-6,1.047E-9,71.65E-9,-96.38E-12,11.86E-6
413.7E-6,727.2E-12,70.75E-9,-95.41E-12,11.87E-6
413.7E-6,571.9E-12,69.89E-9,-98.71E-12,11.87E-6
413.8E-6,508.9E-12,69.31E-9,-107.7E-12,11.87E-6
413.8E-6,483.2E-12,69.10E-9,-119.7E-12,11.87E-6
413.9E-6,467.0E-12,69.20E-9,-132.2E-12,11.87E-6
413.9E-6,445.4E-12,69.48E-9,-142.0E-12,11.88E-6
414.1E-6,406.0E-12,69.67E-9,-148.4E-12,11.88E-6
414.2E-6,362.2E-12,69.57E-9,-154.5E-12,11.89E-6
414.4E-6,314.5E-12,69.45E-9,-164.5E-12,11.89E-6
414.7E-6,262.6E-12,69.44E-9,-175.3E-12,11.89E-6
415.1E-6,207.5E-12,69.43E-9,-182.1E-12,11.89E-6
415.5E-6,172.8E-12,69.44E-9,-181.3E-12,11.89E-6
416.0E-6,145.7E-12,69.46E-9,-175.3E-12,11.89E-6
416.6E-6,123.5E-12,69.49E-9,-164.6E-12,11.89E-6
417.2E-6,104.7E-12,69.54E-9,-149.8E-12,11.88E-6
418.0E-6,87.56E-12,69.60E-9,-130.2E-12,11.88E-6
419.0E-6,73.01E-12,69.67E-9,-107.8E-12,11.87E-6
419.5E-6,67.70E-12,69.70E-9,-97.82E-12,11.87E-6
419.6E-6,67.45E-12,69.73E-9,-109.7E-12,11.95E-6
419.8E-6,67.60E-12,69.72E-9,-122.8E-12,12.00E-6
419.9E-6,67.87E-12,69.67E-9,-131.7E-12,12.03E-6
420.0E-6,67.80E-12,69.62E-9,-136.9E-12,12.05E-6
420.1E-6,67.27E-12,69.58E-9,-135.7E-12,12.01E-6
420.1E-6,66.72E-12,69.54E-9,-134.0E-12,11.98E-6
420.2E-6,65.72E-12,69.52E-9,-133.4E-12,11.96E-6
420.3E-6,63.50E-12,69.57E-9,-133.3E-12,11.94E-6
420.4E-6,61.36E-12,69.64E-9,-131.4E-12,11.94E-6
420.6E-6,59.20E-12,69.66E-9,-126.6E-12,11.94E-6
420.9E-6,56.75E-12,69.65E-9,-120.4E-12,11.94E-6
421.3E-6,54.02E-12,69.66E-9,-111.4E-12,11.93E-6
421.9E-6,50.36E-12,69.69E-9,-94.78E-12,11.91E-6
422.7E-6,46.18E-12,69.70E-9,-60.66E-12,11.89E-6
423.7E-6,41.86E-12,69.62E-9,44.01E-12,11.86E-6
424.7E-6,38.31E-12,69.29E-9,332.2E-12,11.85E-6
425.6E-6,35.67E-12,68.59E-9,866.2E-12,11.84E-6
426.3E-6,33.81E-12,67.70E-9,1.541E-9,11.83E-6
426.9E-6,32.30E-12,66.65E-9,2.347E-9,11.83E-6
427.6E-6,30.80E-12,65.30E-9,3.553E-9,11.83E-6
427.9E-6,30.12E-12,64.56E-9,4.422E-9,11.82E-6
428.3E-6,29.43E-12,63.68E-9,5.580E-9,11.82E-6
428.6E-6,28.81E-12,62.78E-9,6.757E-9,11.83E-6
429.1E-6,28.07E-12,61.48E-9,8.257E-9,11.83E-6
429.5E-6,27.33E-12,60.04E-9,9.766E-9,11.83E-6
429.6E-6,27.14E-12,59.64E-9,10.16E-9,11.85E-6
429.7E-6,26.95E-12,59.22E-9,10.58E-9,11.87E-6
429.9E-6,26.73E-12,58.72E-9,11.10E-9,11.88E-6
430.0E-6,26.57E-12,58.37E-9,11.45E-9,11.89E-6
430.1E-6,26.45E-12,58.09E-9,11.74E-9,11.87E-6
430.2E-6,26.34E-12,57.83E-9,12.01E-9,11.87E-6
430.2E-6,26.23E-12,57.58E-9,12.26E-9,11.86E-6
430.4E-6,26.01E-12,57.09E-9,12.76E-9,11.86E-6
430.6E-6,25.73E-12,56.45E-9,13.41E-9,11.86E-6
430.8E-6,25.29E-12,55.49E-9,14.39E-9,11.86E-6
431.3E-6,24.80E-12,54.13E-9,15.76E-9,11.86E-6
432.0E-6,23.78E-12,51.61E-9,18.31E-9,11.85E-6
433.0E-6,22.64E-12,48.64E-9,21.30E-9,11.84E-6
434.0E-6,21.60E-12,46.03E-9,23.93E-9,11.83E-6
435.0E-6,20.67E-12,43.77E-9,26.20E-9,11.83E-6
436.0E-6,19.81E-12,41.87E-9,28.12E-9,11.83E-6
437.0E-6,19.02E-12,40.26E-9,29.73E-9,11.83E-6
438.0E-6,18.29E-12,38.93E-9,31.07E-9,11.83E-6
439.0E-6,17.62E-12,37.82E-9,32.17E-9,11.82E-6
439.5E-6,17.32E-12,37.38E-9,32.62E-9,11.82E-6
439.6E-6,15.73E-12,37.24E-9,32.53E-9,11.67E-6
439.6E-6,13.78E-12,37.13E-9,32.14E-9,11.54E-6
439.7E-6,5.760E-12,38.21E-9,30.25E-9,11.46E-6
439.8E-6,-4.756E-12,41.12E-9,26.97E-9,11.45E-6
439.8E-6,-17.06E-12,47.48E-9,21.18E-9,11.45E-6
439.9E-6,-26.01E-12,57.73E-9,13.41E-9,11.45E-6
440.0E-6,-25.41E-12,67.21E-9,7.446E-9,11.45E-6
440.0E-6,-22.84E-12,69.30E-9,6.161E-9,11.48E-6
440.1E-6,-20.51E-12,70.95E-9,5.217E-9,11.50E-6
440.1E-6,-21.85E-12,72.22E-9,4.457E-9,11.51E-6
440.1E-6,-27.07E-12,73.40E-9,3.592E-9,11.51E-6
440.2E-6,-30.47E-12,73.52E-9,3.220E-9,11.50E-6
440.3E-6,-32.01E-12,73.23E-9,2.960E-9,11.47E-6
440.3E-6,-32.10E-12,72.91E-9,2.752E-9,11.43E-6
440.4E-6,-32.36E-12,72.80E-9,2.586E-9,11.39E-6
440.5E-6,-35.21E-12,72.85E-9,2.437E-9,11.34E-6
440.6E-6,-44.87E-12,72.89E-9,2.293E-9,11.29E-6
440.8E-6,-69.99E-12,72.77E-9,2.145E-9,11.25E-6
441.0E-6,-124.4E-12,72.51E-9,1.998E-9,11.21E-6
441.1E-6,-210.8E-12,72.18E-9,1.871E-9,11.18E-6
441.3E-6,-307.7E-12,71.82E-9,1.761E-9,11.16E-6
441.4E-6,-366.8E-12,71.55E-9,1.680E-9,11.15E-6
441.5E-6,-389.9E-12,71.41E-9,1.617E-9,11.15E-6
441.5E-6,-412.2E-12,71.10E-9,1.436E-9,11.15E-6
441.6E-6,-433.3E-12,70.31E-9,1.003E-9,11.14E-6
441.6E-6,-448.1E-12,69.49E-9,724.2E-12,11.14E-6
441.7E-6,-466.6E-12,68.64E-9,570.0E-12,11.14E-6
441.7E-6,-489.3E-12,68.04E-9,505.0E-12,11.13E-6
441.7E-6,-514.3E-12,67.76E-9,476.4E-12,11.13E-6
441.8E-6,-543.5E-12,67.75E-9,455.7E-12,11.13E-6
441.9E-6,-577.5E-12,67.93E-9,429.6E-12,11.13E-6
442.0E-6,-622.7E-12,68.07E-9,387.9E-12,11.13E-6
442.2E-6,-675.7E-12,67.93E-9,339.0E-12,11.12E-6
442.4E-6,-732.6E-12,67.72E-9,292.6E-12,11.12E-6
442.6E-6,-786.6E-12,67.61E-9,251.2E-12,11.11E-6
442.9E-6,-824.1E-12,67.55E-9,219.5E-12,11.10E-6
443.1E-6,-845.6E-12,67.52E-9,195.0E-12,11.09E-6
443.4E-6,-837.6E-12,67.50E-9,174.9E-12,11.08E-6
443.7E-6,446.5E-12,65.96E-9,157.8E-12,11.07E-6
443.8E-6,2.158E-9,64.46E-9,154.9E-12,11.07E-6
443.8E-6,8.755E-9,57.86E-9,151.3E-12,11.07E-6
443.9E-6,17.94E-9,48.11E-9,149.4E-12,11.07E-6
444.0E-6,25.76E-9,39.25E-9,148.4E-12,11.07E-6
444.0E-6,33.54E-9,29.60E-9,147.0E-12,11.07E-6
444.1E-6,38.88E-9,22.68E-9,145.3E-12,11.07E-6
444.1E-6,43.45E-9,17.93E-9,143.5E-12,11.07E-6
444.1E-6,50.17E-9,13.88E-9,141.1E-12,11.08E-6
444.2E-6,57.00E-9,11.32E-9,139.2E-12,11.09E-6
444.2E-6,63.08E-9,9.342E-9,137.7E-12,11.11E-6
444.2E-6,68.91E-9,7.220E-9,136.0E-12,11.12E-6
444.2E-6,71.68E-9,5.709E-9,134.8E-12,11.13E-6
444.3E-6,72.39E-9,4.773E-9,133.6E-12,11.13E-6
444.3E-6,72.45E-9,4.031E-9,132.0E-12,11.13E-6
444.3E-6,72.15E-9,3.379E-9,129.6E-12,11.12E-6
444.4E-6,71.84E-9,2.811E-9,126.8E-12,11.12E-6
444.5E-6,71.87E-9,2.313E-9,123.3E-12,11.11E-6
444.6E-6,72.13E-9,1.984E-9,120.3E-12,11.11E-6
444.7E-6,72.26E-9,1.717E-9,116.3E-12,11.11E-6
444.9E-6,72.16E-9,1.513E-9,111.6E-12,11.10E-6
445.1E-6,72.03E-9,1.355E-9,106.2E-12,11.09E-6
445.3E-6,71.94E-9,1.223E-9,100.4E-12,11.08E-6
445.6E-6,71.83E-9,1.103E-9,94.12E-12,11.08E-6
446.0E-6,71.68E-9,987.3E-12,87.19E-12,11.07E-6
446.5E-6,71.50E-9,868.5E-12,79.73E-12,11.06E-6
446.8E-6,71.38E-9,803.7E-12,75.95E-12,11.05E-6
446.9E-6,71.31E-9,764.9E-12,74.22E-12,11.05E-6
447.0E-6,71.18E-9,702.1E-12,72.61E-12,11.05E-6
447.2E-6,70.95E-9,598.1E-12,71.43E-12,11.04E-6
447.3E-6,70.52E-9,421.7E-12,70.23E-12,11.04E-6
447.4E-6,70.14E-9,299.3E-12,69.18E-12,11.04E-6
447.4E-6,69.95E-9,247.2E-12,68.14E-12,11.04E-6
447.5E-6,69.93E-9,229.7E-12,67.23E-12,11.04E-6
447.6E-6,69.98E-9,222.8E-12,66.24E-12,11.04E-6
447.8E-6,70.01E-9,212.8E-12,65.03E-12,11.04E-6
448.0E-6,70.01E-9,195.3E-12,63.16E-12,11.04E-6
448.4E-6,70.00E-9,165.1E-12,59.62E-12,11.03E-6
449.0E-6,70.00E-9,135.5E-12,55.42E-12,11.03E-6
449.5E-6,70.00E-9,117.2E-12,52.15E-12,11.02E-6
450.0E-6,70.00E-9,103.2E-12,49.25E-12,11.02E-6
